Hs,Ht,Gst,Gprime_st,D,loc_id,gene
0,0,NA,NA,0,loc00497,secA
0,0,NA,NA,0,loc00498,gsiA_1~~~gsiA_2~~~gsiA_11
0,0,NA,NA,0,loc00499,group_5930
0,0,NA,NA,0,loc00500,fliC
0,0,NA,NA,0,loc00501,group_5928
0,0,NA,NA,0,loc00502,echA8_2~~~echA8_4
0,0,NA,NA,0,loc00503,alaS_1~~~alaS_2~~~alaS
0,0,NA,NA,0,loc00504,trxB_2~~~trxB_3~~~trxB_1
0,0,NA,NA,0,loc00505,group_5927
0,0,NA,NA,0,loc00506,group_5926
0,0,NA,NA,0,loc00507,cra
0,0,NA,NA,0,loc00508,namA~~~stcD~~~stcD_1
0,0,NA,NA,0,loc00509,group_5924
0,0,NA,NA,0,loc00510,aaeA_1
0,0,NA,NA,0,loc00511,dtnK~~~nanR_5~~~lutR_8~~~lutR_3
0,0,NA,NA,0,loc00512,wcaJ
0,0,NA,NA,0,loc00513,tdh_3~~~adhT
0,0,NA,NA,0,loc00514,ylmB
0,0,NA,NA,0,loc00515,znuA
0,0,NA,NA,0,loc00516,des_2~~~des_1~~~des
0,0,NA,NA,0,loc00517,livF_3~~~livF_1
0,0,NA,NA,0,loc00518,gbuC
0,0,NA,NA,0,loc00519,spuC_3~~~spuC_2~~~spuC_1
0,0,NA,NA,0,loc00520,betB_4~~~araE~~~tsaD1~~~betB_2
0,0,NA,NA,0,loc00521,group_5921
0,0,NA,NA,0,loc00522,group_5920
0,0,NA,NA,0,loc00523,trpS
0,0,NA,NA,0,loc00524,group_5918
0,0,NA,NA,0,loc00525,nadB
0,0,NA,NA,0,loc00526,MRI1~~~mtnA
0,0,NA,NA,0,loc00527,group_5917
0,0,NA,NA,0,loc00528,group_5916
0,0,NA,NA,0,loc00529,asnB_3~~~asnB_1~~~purF_3~~~purF_1
0,0,NA,NA,0,loc00530,argC_2~~~argC_1~~~argC
0,0,NA,NA,0,loc00531,tdh_3~~~adhD
0,0,NA,NA,0,loc00532,flhA_2
0,0,NA,NA,0,loc00533,flhA_1
0,0,NA,NA,0,loc00534,hypBA1_2
0,0,NA,NA,0,loc00535,phnM_1~~~phnM_2~~~phnM
0,0,NA,NA,0,loc00536,group_5914
0,0,NA,NA,0,loc00537,group_5913
0,0,NA,NA,0,loc00538,prs_2
0,0,NA,NA,0,loc00539,algE5_2
0,0,NA,NA,0,loc00540,mliC
0,0,NA,NA,0,loc00541,group_5912
