gene,g4,g5,g6,g8,g9,g11,g13,g16,g17,g19
group_2471-group_6201-group_4373,1,1,0,1,0,0,0,0,0,0
group_2495-group_6203-group_5570,0,1,0,0,1,0,0,0,0,1
group_2495-group_6203-group_6483,1,0,0,1,0,0,0,0,0,0
group_2511-group_6204-group_4883,1,1,0,1,0,0,0,1,1,1
group_2558-group_6205-group_6391,0,0,0,0,0,1,1,0,0,0
group_4815-group_6207-group_6297,1,1,1,0,0,0,1,1,1,0
group_2695-group_6209-group_3533,1,1,1,1,1,1,1,0,0,1
group_3533-group_6209-group_2991,0,0,0,0,0,0,0,1,1,0
group_2851-group_6213-group_4936,0,0,1,0,0,1,1,0,0,0
group_2890-IMPDH_2~~~hrp1-group_6162,0,0,1,0,0,0,0,1,1,1
group_2890-IMPDH_2~~~hrp1-group_3192,1,1,0,1,1,1,1,0,0,0
group_5839-group_6215-group_6487,0,1,0,1,0,0,0,0,0,0
group_5840-group_6215-group_6487,1,0,0,0,0,0,0,1,0,0
group_6442-group_6215-group_6486,0,0,0,0,1,0,0,0,1,0
group_6485-group_6215-group_6487,0,0,1,0,0,0,1,0,0,0
group_4362-group_6216-group_6487,0,0,0,0,0,0,1,0,0,1
group_6331-group_6216-group_6486,1,1,0,1,1,0,0,0,1,0
group_4300-kup_2-group_2976,1,1,0,1,1,0,0,0,1,0
group_3013-group_6217-group_3516,1,1,1,1,1,0,0,1,1,0
group_4280-group_6217-group_4997,0,0,0,0,0,1,1,0,0,1
group_3036-group_6219-group_1892,1,1,1,1,0,0,0,0,0,0
group_3036-group_6220-group_452,1,1,1,1,0,0,0,0,0,0
group_3076-group_6221-group_2450,0,0,0,0,0,1,1,0,0,0
group_2405-group_6225-group_3119,0,0,0,0,0,1,1,0,0,0
group_3119-group_6225-group_2188,0,0,0,0,0,0,0,1,1,0
group_4236-andAa_1~~~camA~~~andAa_2-doxA_1,0,0,0,0,0,1,1,0,0,1
doxA_1-andAa_1~~~camA~~~andAa_2-panB_1,1,1,1,1,1,0,0,1,1,0
group_3177-group_6228-group_4950,0,0,1,0,0,1,1,0,0,0
group_3199-group_6229-group_5697,0,0,0,0,0,1,1,0,0,0
group_3265-group_6232-group_4709,1,1,1,0,0,0,1,0,0,1
group_3285-group_6233-syrM1_2~~~syrM1_1,1,1,1,1,1,1,1,1,1,0
group_3287-group_6234-group_6490,1,1,1,1,0,0,0,0,0,0
group_6322-group_6234-group_6490,0,0,0,0,1,1,1,0,0,0
group_3302-group_6235-group_3583,1,0,0,0,1,1,0,1,1,0
group_3583-group_6235-group_2005,0,1,1,1,0,0,1,0,0,1
group_3303-group_6236-group_5691,0,0,0,0,0,0,0,1,1,0
group_3303-group_6236-group_5804,1,1,1,1,1,1,1,0,0,1
group_3352-group_6239-group_2162,0,0,0,0,0,1,1,0,0,1
group_3366-group_6242-traG~~~virD4_2,0,0,1,0,1,0,1,0,0,0
group_3446-group_6245-group_4217,0,0,0,0,0,1,0,0,0,1
group_3647-group_6250-group_2810,1,1,0,1,0,0,0,0,0,0
group_3647-group_6250-group_6591,0,0,0,0,1,1,1,1,1,0
group_3684-group_6251-group_4984,0,0,0,0,1,0,1,1,1,0
group_3684-group_6251-group_4317,1,1,0,1,0,0,0,0,0,0
group_4008-group_6262-group_273,0,0,0,0,0,1,1,0,0,0
group_4008-group_6262-group_4775,1,1,0,1,0,0,0,0,0,0
group_4008-group_6262-group_6016,0,0,0,0,0,0,0,1,1,0
group_4141-group_6268-group_4772,0,0,0,0,1,1,0,0,0,0
group_4772-group_6268-group_3957,1,1,0,1,0,0,0,0,0,0
group_4146-group_6270-group_3391,0,0,1,0,0,1,1,0,0,0
group_4160-group_6271-group_6488,1,1,1,1,1,1,1,0,1,1
group_4275-group_6273-group_5505,0,0,0,0,0,0,1,0,1,0
group_4320-group_6274-group_6498,1,1,1,1,1,1,1,1,1,0
group_4477-ros_3~~~ros_2-msrP_2,1,1,1,1,1,1,1,0,0,1
group_4477-ros_3~~~ros_2-group_5633,0,0,0,0,0,0,0,1,1,0
group_4593-group_6275-group_4748,0,0,0,0,0,0,0,1,1,0
group_4593-group_6275-group_4603,0,0,1,0,1,1,0,0,0,0
group_4594-group_6276-group_4749,0,0,0,0,0,0,0,1,1,0
group_4594-group_6276-group_4604,1,1,0,1,1,0,0,0,0,0
group_4604-group_6279-group_4648,0,0,0,0,0,0,0,1,1,0
group_4604-group_6279-group_5801,1,1,0,1,0,0,0,0,0,0
group_5011-group_6280-group_6500,0,0,0,0,0,0,0,1,1,0
ltrA_1-traC_1~~~traC-pepT_1~~~pepT_3,0,0,1,0,0,1,0,0,0,0
group_3789-traC_1~~~traC-pepT_1~~~pepT_3,1,1,0,1,0,0,0,1,1,1
group_4663-group_6283-group_4637,1,1,1,1,0,1,1,0,0,0
group_4663-group_6283-group_6354,0,0,0,0,1,0,0,1,1,0
group_6005-group_6284-hmp_4~~~hmp_1,1,1,0,0,0,0,0,1,1,0
group_281-group_6285-xerC_10,0,0,0,0,0,0,0,1,1,0
group_4699-group_6286-group_1341,0,0,0,0,0,0,0,1,1,0
group_503-group_6286-group_4070,1,1,0,0,0,0,0,0,0,0
group_4070-group_6286-group_4039,0,0,1,1,0,0,0,0,0,0
group_4701-ros_4~~~ros_3-group_5461,1,1,1,1,0,1,1,0,1,1
group_4717-insK_2-group_3688,1,1,0,1,0,0,0,0,0,0
group_4459-group_6287-group_4719,0,0,0,0,0,0,0,1,1,1
group_4719-group_6287-group_2932,1,1,1,1,1,1,1,0,0,0
group_4744-groS1_2~~~groS1_5~~~groS1_3~~~groS1_4-group_4223,0,0,0,0,0,0,0,1,1,1
group_4744-groS1_2~~~groS1_5~~~groS1_3~~~groS1_4-group_4399,0,0,1,0,1,1,0,0,0,0
group_4768-group_6289-group_1099,0,0,0,0,0,0,0,1,1,0
group_3263-group_6291-group_6542,1,1,0,1,0,1,1,0,0,0
group_4817-group_6291-group_6542,0,0,0,0,0,0,0,1,1,0
group_6292-group_6291-group_6509,0,0,0,0,1,0,0,0,0,1
group_4818-group_6292-group_6291,0,0,1,0,1,0,0,0,0,1
group_4818-group_6292-group_6630,1,1,0,1,0,0,0,1,1,0
group_4818-group_6293-group_4820,1,1,0,1,0,0,0,0,0,0
group_4820-group_6295-group_6301,1,1,1,1,0,0,0,0,0,0
group_4820-group_6295-group_6502,0,0,0,0,1,0,0,1,1,0
group_4822-group_6295-group_6302,0,0,0,0,0,1,1,0,0,0
group_4821-group_6296-group_6302,1,1,1,1,0,0,0,1,1,0
group_4821-group_6296-group_6552,0,0,0,0,1,1,1,0,0,0
group_4821-group_6297-group_6207,1,1,1,1,0,0,1,1,1,0
group_4821-group_6297-group_4822,0,0,0,0,0,0,0,1,1,0
group_4821-group_6297-group_6603,0,0,0,0,0,0,0,1,1,0
group_6207-group_6297-group_4822,0,0,0,0,0,0,0,1,1,0
group_6207-group_6297-group_6603,0,0,0,0,0,0,0,1,1,0
group_4822-group_6297-group_6603,0,0,0,0,0,0,0,1,1,0
group_6296-group_6302-group_6503,1,1,1,1,0,0,0,1,1,0
group_6295-group_6302-group_6503,0,0,0,0,0,1,1,0,0,1
group_4828-group_6303-group_6503,0,0,0,0,0,1,1,0,0,0
group_6407-group_6303-group_6503,1,1,1,0,0,0,0,0,0,1
group_6503-group_6303-group_6604,0,0,0,1,0,0,0,1,1,0
group_4827-group_6304-group_6504,1,1,1,1,0,0,0,1,1,0
group_6407-group_6304-group_6504,0,0,0,0,0,1,1,0,0,0
group_4828-group_6305-group_6505,1,1,1,0,0,0,0,0,0,0
group_4827-group_6305-group_6505,0,0,0,0,0,0,0,1,1,0
group_6407-group_6305-group_6505,0,0,0,1,1,1,1,0,0,0
group_4834-group_6306-group_6553,1,0,0,1,0,0,0,0,0,0
group_6506-group_6306-group_6553,0,1,1,0,0,1,1,1,1,0
group_4831-group_6307-group_6408,0,1,0,1,0,0,0,0,0,0
group_4832-group_6308-group_6632,1,1,0,0,1,1,1,1,1,0
group_4847-group_6309-group_4625,1,1,0,1,0,0,0,0,0,0
group_4893-group_6314-group_6554,1,1,0,0,0,0,0,0,0,0
group_6553-group_6314-group_6582,0,0,0,0,0,0,0,1,1,0
group_4890-group_6315-group_5851,1,1,0,0,0,0,0,0,0,0
group_4890-group_6315-group_6349,0,0,0,0,0,0,0,1,1,0
group_4834-group_6316-group_4890,0,0,0,0,0,0,0,1,1,0
group_4890-group_6316-group_4831,1,1,1,1,0,0,0,0,0,0
group_4891-group_6317-group_6507,1,1,1,0,0,1,1,1,1,1
group_438-group_6319-group_4892,1,1,0,0,0,0,0,0,0,0
group_4832-group_6319-group_4891,0,0,1,0,0,0,0,1,1,0
group_4897-group_6320-group_4918,0,0,1,0,0,1,0,0,0,0
group_638-group_6320-group_5840,1,1,0,0,0,0,0,0,0,0
group_638-group_6320-group_6321,0,0,0,0,0,0,0,1,1,0
group_4897-group_6321-group_6525,1,1,0,0,0,0,0,0,0,0
group_6320-group_6321-group_6525,0,0,0,0,1,0,0,1,1,0
group_3287-group_6322-group_6443,1,1,0,1,0,0,0,0,0,0
group_6234-group_6322-group_6443,0,0,0,0,0,1,1,0,0,0
group_6443-group_6322-group_6490,0,0,0,0,0,0,0,1,1,0
group_6067-group_6323-group_6616,1,0,0,0,0,0,0,1,1,0
group_4897-group_6324-pla,1,1,0,1,0,0,0,1,0,0
group_4903-group_6325-group_6635,1,1,0,1,1,0,0,0,1,0
group_4912-group_6330-group_5665,0,0,0,0,1,0,0,0,0,1
group_4912-group_6330-group_2697,1,1,0,0,0,0,0,0,1,0
group_4913-group_6331-group_6216,1,1,0,1,1,0,0,0,1,0
group_6335-group_6334-group_6485,1,0,0,1,0,0,0,0,0,0
group_4918-group_6335-group_6334,1,0,0,1,0,0,0,0,0,0
group_24-group_6335-group_6015,0,0,1,0,0,1,0,0,0,0
group_4918-group_6336-group_5550,0,0,0,0,0,1,0,0,0,1
pla-group_6336-group_6470,1,1,0,0,0,0,0,1,1,0
cspA_4-group_6338-group_6759,0,0,1,0,0,1,1,0,0,0
group_3790-group_6338-group_6759,1,1,0,1,1,0,0,1,1,1
group_4964-xerC_11~~~xerC_5-xerC_10,0,0,0,0,0,0,0,1,1,0
group_2376-group_6339-group_420,0,0,0,0,0,0,0,1,1,0
bepA_6~~~bepA_2-group_6340-group_6636,0,0,0,0,0,1,1,1,1,0
group_5086-group_6349-group_6315,0,0,0,0,0,0,0,1,1,0
nusG_1-group_6349-group_6318,0,1,0,0,1,0,0,0,0,0
group_5105-group_6351-group_5562,1,1,1,1,1,0,0,1,1,0
group_5562-group_6351-hbpA_5,0,0,0,0,0,1,1,0,0,0
gshB_1~~~gshB_2-comM-group_2818,1,1,1,1,1,1,0,1,1,1
gno_5~~~gno_4-group_6354-COQ5_3~~~COQ5_1,0,0,1,0,0,1,1,0,0,1
gno_5~~~gno_4-group_6354-group_4637,1,1,0,1,0,0,0,0,0,0
gno_5~~~gno_4-group_6354-group_6283,0,0,0,0,1,0,0,1,1,0
bacC_2-srpC-hbpA_2,1,1,0,1,1,1,1,1,1,1
group_5240-group_6359-noc_2,1,1,0,1,1,1,1,1,1,1
group_5288-thlA-paaJ~~~pcaF,1,1,1,0,1,0,0,0,0,0
group_5288-thlA-group_6514,0,0,0,1,0,1,1,1,1,1
group_1690-group_6365-group_5316,1,1,0,0,0,0,0,0,0,0
group_5316-group_6365-group_6637,0,0,0,1,1,0,0,0,0,1
group_5321-ybjL-group_486,1,1,1,1,1,0,1,1,1,1
group_178-group_6366-gyrA,0,0,0,0,0,1,1,0,0,1
gyrA-group_6366-group_2157,1,1,1,1,1,0,0,1,1,0
gno_4-yphB-group_1736,1,1,1,1,1,1,1,1,1,0
ohrA-group_6368-group_2833,1,1,0,0,1,0,0,1,1,0
group_5438-group_6369-group_5437,1,1,1,1,1,1,1,1,1,0
msbA_1-group_6370-group_4476,1,1,0,0,1,0,0,1,1,0
msbA_1-group_6370-group_5988,0,0,1,1,0,0,0,0,0,0
group_1494-mdtD_2-group_5229,1,1,0,1,1,0,0,1,1,0
group_5543-group_6375-group_6515,0,0,1,0,1,0,1,0,0,0
group_2692-group_6376-group_5565,0,0,0,0,0,1,1,0,0,0
group_5565-group_6376-group_2697,1,1,0,1,1,0,0,0,1,1
group_5550-group_6377-group_5565,0,0,0,0,0,1,0,0,0,1
group_5565-group_6377-group_6426,0,0,0,0,0,0,1,0,0,1
group_5565-group_6377-group_6691,1,1,0,1,1,0,0,0,1,0
group_4661-group_6378-recD2_2~~~recD2_1,0,0,0,0,0,0,0,1,1,0
recD2_2~~~recD2_1-group_6378-group_5080,1,1,1,1,1,1,1,0,0,1
bshA_2~~~bshA_1-trpF_1-rpiR,1,1,1,1,1,1,1,1,1,0
group_5580-group_6379-group_5718,0,0,1,0,0,1,1,0,0,1
group_5580-group_6379-group_3362,1,1,0,1,1,0,0,1,1,0
group_5582-group_6380-group_1504,1,1,0,1,1,0,0,1,1,0
group_5582-group_6380-group_6695,0,0,1,0,0,1,1,0,0,1
group_5642-csoR-group_5733,1,1,0,1,1,0,0,1,1,0
group_3639-group_6388-group_5670,0,0,1,0,0,1,1,0,0,0
group_5670-group_6388-group_4330,1,1,0,1,1,0,0,1,1,1
group_5687-group_6391-group_6205,0,0,0,0,0,1,1,0,0,0
group_5687-group_6391-group_6120,1,1,0,1,1,0,0,0,1,1
group_5692-group_6392-group_2878,1,1,0,1,0,1,0,0,0,0
group_5702-group_6394-group_6031,0,1,0,1,0,0,0,0,0,0
group_4843-group_6398-group_5762,0,0,1,0,0,1,1,0,0,0
pgrR_2-group_6398-COQ3_1,1,1,0,1,1,0,0,1,1,0
group_5776-group_6400-group_4137,1,0,0,1,1,1,1,0,0,0
group_5792-group_6401-group_6186,1,1,1,1,0,0,0,1,1,0
group_5792-group_6401-group_1906,0,0,0,0,1,1,1,0,0,1
group_1319-group_6403-group_1361,1,1,0,1,0,0,0,0,0,0
group_4197-group_6404-group_5806,0,0,0,1,1,0,0,0,0,0
group_5806-group_6404-group_2706,0,0,0,0,0,0,0,1,1,0
group_4686-group_6405-group_4654,1,1,1,0,1,0,1,0,1,0
group_4686-group_6405-nodD2_1,0,0,0,1,0,0,0,1,0,0
group_5852-group_6407-group_6303,1,1,1,0,0,0,0,0,0,1
group_6305-group_6407-group_6304,0,0,0,0,0,1,1,0,0,0
group_5852-group_6408-group_6551,0,0,1,0,1,0,0,0,0,0
group_6307-group_6408-group_6633,1,1,0,0,0,0,0,0,0,0
group_5865-hxuA-group_5392,1,1,1,1,0,1,1,1,1,1
group_2120-group_6410-group_5874,0,0,0,0,0,0,0,1,1,0
group_5874-group_6410-group_3927,1,1,1,1,1,1,1,0,0,1
group_5892-group_6411-group_6422,1,1,1,1,1,0,1,1,1,1
argP~~~dmlR_5-group_6413-group_1305,1,1,0,0,1,0,0,1,1,0
pel_1~~~pel-group_6416-group_3650,1,1,0,1,1,0,0,1,1,1
group_5967-group_6419-group_6521,0,1,0,1,1,1,0,1,1,1
group_6062-recD2_4~~~recD2_2-group_6064,0,0,1,0,0,1,0,0,0,0
group_5991-group_6424-group_5717,1,1,1,1,0,0,0,0,0,0
group_6011-iorA_1~~~iorA_2-sasA_4~~~envZ~~~sasA_9~~~sasA_13,0,0,1,1,1,1,1,0,1,1
group_6011-iorA_1~~~iorA_2-group_2708,1,1,0,0,0,0,0,1,0,0
group_6015-group_6425-group_6470,0,0,1,0,0,1,0,0,0,0
group_4918-group_6425-group_4896,1,1,0,1,0,0,0,0,0,0
group_6015-group_6426-group_6522,1,1,0,1,0,0,0,0,0,0
group_6015-group_6427-group_6443,1,1,0,0,1,0,0,0,0,0
group_1935-group_6428-group_6202,1,1,0,0,0,0,0,0,0,0
group_6035-group_6433-group_6162,1,1,1,0,1,1,1,1,1,1
lgrD~~~lgrB~~~lgrD_2~~~lgrD_4~~~lgrD_1~~~tycC_2-lgrD_3~~~lgrD_2~~~tycC_2~~~tycC_1~~~lgrD_1-dmlR_6,1,0,0,1,1,0,0,0,0,0
dmlR_6-lgrD_3~~~lgrD_2~~~tycC_2~~~tycC_1~~~lgrD_1-tycC_1~~~grsB~~~tycC_3~~~tycC_2~~~lgrD_1~~~lgrD_2~~~dhbF,0,0,0,0,0,0,0,1,1,0
cysNC_2~~~cysNC_3-cysD_2~~~cysD_4-group_3969,0,0,0,0,1,1,0,0,0,0
group_6058-group_6437-group_2162,0,0,0,0,0,1,1,0,0,1
group_572-group_6439-group_4835,1,0,0,1,0,0,0,0,0,0
group_6062-group_6440-group_6698,1,1,0,1,0,0,0,0,0,0
group_4756-group_6440-group_6693,0,0,0,0,0,0,0,1,1,0
group_4724-group_6441-group_6065,1,1,0,0,0,0,0,0,0,0
group_6066-cycB_1~~~cycB_3-group_6367,1,1,1,1,0,1,1,1,1,1
group_24-group_6442-group_6525,0,0,1,0,0,1,1,0,0,0
group_4812-group_6442-group_2657,1,0,0,1,0,0,0,0,0,0
group_4897-group_6442-group_6215,0,0,0,0,1,0,0,0,1,0
group_6067-group_6443-group_6427,1,1,0,0,1,0,0,0,0,0
group_6067-group_6443-group_6322,1,1,0,1,0,1,1,1,1,0
group_6427-group_6443-group_6322,1,1,0,0,0,0,0,0,0,0
group_6079-group_6446-group_1754,1,1,0,0,0,0,0,0,0,0
group_6079-group_6446-group_1475,0,0,0,0,1,0,0,0,0,1
dppC_1~~~dppC_3-dppB_6~~~dppB_1-hbpA_1~~~ddpA_1~~~hbpA_5,1,1,1,1,1,1,1,1,1,0
group_1855-group_6448-group_6081,0,0,0,0,0,1,1,0,0,0
group_6081-group_6448-group_6181,0,0,1,0,0,0,0,1,1,0
group_1643-group_6449-gshB_1,0,0,0,0,0,0,0,1,1,0
gshB_1-group_6449-group_6513,1,1,0,1,1,1,1,0,0,1
kpsT-group_6450-neuA,0,0,0,0,0,1,1,0,0,1
kpsT-group_6450-kdsD_1~~~kdsD_2,1,1,1,1,1,0,0,1,1,0
group_6095-group_6451-group_6639,1,1,0,1,0,0,0,0,0,0
group_462-nanK_2~~~nagC_2-frcB_1,1,1,1,1,1,1,1,1,1,0
group_6103-group_6453-group_5304,1,1,0,0,1,0,0,0,0,1
group_6046-group_6454-group_6106,0,0,1,0,0,0,1,0,0,0
group_6106-group_6454-group_6557,1,1,0,1,1,0,0,1,1,0
group_2923-paaJ~~~pcaF-pcaJ_2~~~pcaJ_1~~~pcaJ,0,0,0,0,0,1,1,0,0,0
pcaJ_2~~~pcaJ_1~~~pcaJ-paaJ~~~pcaF-thlA,1,1,1,0,1,0,0,0,0,0
pcaJ_2~~~pcaJ_1~~~pcaJ-paaJ~~~pcaF-group_6514,0,0,0,1,0,0,0,1,1,1
abfA_1~~~abfA_2-rip3~~~rip3_2-group_6532,1,1,0,1,1,0,0,0,0,0
group_6512-rip3~~~rip3_2-group_6532,0,0,1,0,0,1,1,1,1,1
yhdY_3~~~yhdY_2-group_6455-group_6196,0,0,0,0,0,0,0,1,1,1
yhdY_3~~~yhdY_2-group_6455-group_4839,1,1,1,0,0,0,0,0,0,0
yhdY_3~~~yhdY_2-group_6455-group_4887,0,0,0,0,0,1,1,0,0,0
group_3351-glnQ_11~~~glnQ_10-yhdY_3~~~yhdY_2,0,0,0,0,0,0,0,1,1,1
yhdY_3~~~yhdY_2-glnQ_11~~~glnQ_10-group_1505,1,1,1,1,0,0,0,0,0,0
group_6116-group_6456-group_2133,0,0,0,0,0,1,1,1,1,0
group_6116-group_6456-group_6025,0,1,0,1,0,0,0,0,0,0
group_6116-group_6456-group_6560,1,0,0,0,1,0,0,0,0,0
group_6121-group_6457-group_1682,1,1,0,1,0,0,0,0,0,0
lsrB_3-group_6458-group_6018,0,0,0,0,0,1,1,0,0,0
group_5234-ade2-rihB_1~~~rihA_4~~~rihA_1~~~rihB_2,0,0,1,0,0,0,0,0,0,1
rihB_1~~~rihA_4~~~rihA_1~~~rihB_2-ade2-group_2110,1,1,0,1,1,1,1,0,1,0
group_6140-hmp_4~~~hmp_1-group_6244,0,0,0,0,1,1,1,0,0,0
group_6140-hmp_4~~~hmp_1-group_6284,1,1,0,1,0,0,0,1,1,0
group_4438-group_6460-group_6143,1,1,0,1,0,0,0,0,0,0
group_6143-group_6460-group_3598,0,0,0,0,0,1,1,0,0,1
group_6165-group_6466-group_6534,1,1,1,0,1,1,1,1,1,0
group_6165-group_6467-rpoN2_2~~~rpoN2_1,0,0,1,0,0,1,1,0,0,0
group_6165-group_6467-group_6646,1,1,0,0,1,0,0,1,1,0
group_6167-group_6468-group_3409,1,1,0,1,1,1,1,1,1,0
group_6167-group_6468-bmaC_1~~~bmaC,0,0,1,0,0,0,0,0,0,1
tdh_3-cya_1~~~cya_3-narL,1,1,1,1,1,1,1,1,1,0
group_6172-group_6469-acyP,1,1,1,1,1,1,0,1,1,1
group_6175-group_6470-group_6336,1,1,0,0,0,0,0,1,1,0
group_6175-group_6470-group_6425,0,0,1,0,0,1,1,0,0,0
group_6179-group_6473-group_4015,1,1,0,1,0,0,0,0,0,0
group_6180-group_6474-group_6536,0,1,1,0,0,0,0,0,0,0
group_3311-group_6474-group_6536,1,0,0,1,0,0,0,0,0,0
group_6181-group_6475-group_6537,0,0,1,0,0,1,1,0,0,0
group_2334-group_6475-group_6537,0,0,0,0,0,0,0,1,1,0
cysNC_2~~~cysNC_3-group_6476-group_6182,0,0,0,0,1,1,0,0,0,0
group_6182-group_6476-group_6005,1,1,0,1,0,0,1,1,1,0
group_2151-group_6477-thiG_2,1,1,0,1,0,0,0,0,0,0
thiG_2-group_6477-lrp_3,0,0,0,0,1,0,0,1,1,1
group_6189-group_6478-group_3720,0,0,0,0,0,1,1,0,0,0
group_6190-ybhN_2~~~ybhN_1-clsB,1,1,1,1,1,1,1,1,1,0
group_3366-group_6479-group_6538,1,1,1,1,1,0,1,1,1,0
group_6193-group_6480-group_5304,1,1,0,0,1,0,0,0,0,1
group_6203-group_6483-group_6540,1,0,0,1,0,0,0,0,0,0
group_5570-group_6483-group_6540,0,1,0,0,1,0,0,0,0,1
group_4813-group_6485-group_6334,1,0,0,1,0,0,0,0,0,0
group_6215-group_6486-group_6216,0,0,0,0,1,1,0,0,1,0
group_4812-group_6486-group_6216,1,1,0,1,0,0,0,0,0,0
group_6216-group_6487-group_6215,0,0,1,0,0,0,1,0,0,0
group_6215-group_6487-group_3056,1,1,0,1,0,0,0,1,0,0
group_3056-group_6487-group_6290,0,0,0,0,1,0,0,0,1,0
group_6234-group_6490-group_6542,1,1,1,1,1,1,1,0,0,0
group_6322-group_6490-group_6542,0,0,0,0,0,0,0,1,1,0
group_6241-group_6492-group_6389,1,1,1,0,1,1,1,1,1,1
group_5808-group_6493-group_6249,0,0,1,0,0,0,0,0,0,1
group_6249-group_6493-group_3682,1,1,0,1,1,1,1,1,1,0
group_6261-group_6495-group_4322,1,1,0,1,0,0,0,0,0,0
group_6272-bmaC_2~~~bmaC-glnII_1~~~glnII_2~~~glnII,1,1,0,1,1,1,1,1,1,1
group_3651-group_6498-group_6274,1,1,0,0,1,0,0,0,0,0
group_6274-group_6498-hdfR_3~~~hdfR_2,0,0,1,0,0,1,1,1,1,1
group_6280-group_6500-group_4757,0,0,0,0,0,0,0,1,1,0
group_6280-group_6500-group_6548,0,0,0,0,1,0,0,0,0,1
group_1973-group_6501-resA_6~~~resA_3,0,0,0,0,0,1,1,0,0,0
resA_6~~~resA_3-group_6501-group_5972,1,1,0,0,0,0,0,0,0,0
group_6299-group_6502-group_6550,1,1,0,1,0,0,0,0,0,0
group_6295-group_6502-group_6550,0,0,0,0,1,0,0,1,1,0
group_6304-group_6504-group_6308,0,0,1,1,0,0,0,0,0,0
group_6304-group_6504-group_4830,1,1,0,0,0,0,0,0,0,0
group_6304-group_6504-group_6551,0,0,0,0,0,1,1,1,1,0
group_6306-group_6506-group_6551,0,0,0,0,0,1,1,0,0,0
group_6306-group_6506-group_6634,0,0,0,0,0,0,0,1,1,0
group_6317-group_6507-nusG_2~~~nusG_3~~~nusG_4,0,0,0,0,0,0,0,1,1,0
group_6317-group_6507-nusG_2,1,1,0,0,0,1,1,0,0,0
group_6336-group_6509-group_6630,0,0,1,1,0,0,0,0,0,0
group_6112-group_6509-group_6291,0,0,0,0,1,0,0,0,0,1
group_6112-group_6509-group_6630,1,1,0,0,0,0,0,1,1,0
group_6340-bepA_6~~~bepA_2-group_6555,0,0,0,0,0,1,0,1,1,0
group_6340-bepA_6~~~bepA_2-group_6571,0,0,1,0,0,0,1,0,0,0
group_6341-group_6510-group_6556,0,0,1,0,0,1,1,0,0,0
group_4630-group_6510-group_6556,0,0,0,0,0,0,0,1,1,0
group_6344-group_6511-group_6537,0,0,1,0,0,1,1,0,0,0
group_4996-group_6511-group_6537,0,0,0,0,0,0,0,1,1,0
group_1217-group_6512-ampC,1,1,0,1,1,0,0,0,0,0
ampC-group_6512-rip3~~~rip3_2,0,0,1,0,0,1,1,1,1,1
group_6362-group_6513-group_6449,1,1,0,1,1,1,1,0,0,1
group_6362-group_6513-group_2266,0,0,0,0,0,0,0,1,1,0
group_2923-group_6514-thlA,0,0,0,0,0,1,1,0,0,0
thlA-group_6514-paaJ~~~pcaF,0,0,0,1,0,0,0,1,1,1
group_6375-group_6515-group_6538,0,0,1,0,1,0,1,0,0,0
group_4776-group_6515-group_6538,0,0,0,0,0,0,0,1,1,0
group_5543-group_6515-group_6538,1,1,0,1,0,0,0,0,0,0
group_1566-yfdE-group_6383,0,0,0,0,0,1,1,0,0,1
group_6383-yfdE-group_4617,1,0,0,0,1,0,0,0,0,0
group_6383-yfdE-group_6529,0,0,0,0,0,0,0,1,1,0
group_6383-yfdE-group_6760,0,1,0,1,0,0,0,0,0,0
group_3878-group_6517-group_6387,0,0,0,0,0,0,0,1,1,0
group_6387-group_6517-group_3888,1,1,0,1,0,0,0,0,0,0
group_6393-group_6518-group_6572,0,0,0,0,1,0,0,1,1,1
group_6418-group_6520-group_6574,1,1,0,1,1,1,1,1,1,1
group_5967-group_6521-group_6557,0,0,1,0,0,0,1,0,0,0
group_6419-group_6521-group_6557,0,1,0,1,1,1,0,1,1,1
group_6426-group_6522-group_6558,1,1,0,1,0,0,0,0,0,0
group_4040-group_6524-group_6432,0,0,0,0,0,1,1,0,0,0
group_6432-group_6524-group_1623,0,0,0,0,0,0,0,1,1,0
group_6442-group_6525-group_6499,0,0,1,0,0,1,1,0,0,0
group_6321-group_6525-group_6499,1,1,0,0,1,0,0,1,1,0
cpo_4~~~cpo_1-rhaS_3~~~rhaS_2-group_6560,1,1,1,1,1,1,1,1,1,0
group_6445-group_6527-group_1935,1,1,0,0,0,0,0,0,0,0
group_6082-group_6528-group_350,0,0,0,0,0,1,1,0,0,0
group_6082-group_6528-group_2499,0,0,0,0,0,0,0,1,1,0
group_6083-betS_2~~~betS_1~~~betS_3~~~betS-group_179,1,1,0,1,1,1,1,1,1,1
group_6450-kdsD_1~~~kdsD_2-galE_3,1,1,0,1,1,0,0,1,1,0
kpsM_1~~~kpsM_2-group_6529-group_4617,1,0,0,0,1,0,0,0,0,0
kpsM_1~~~kpsM_2-group_6529-yfdE,0,0,0,0,0,0,0,1,1,0
kpsM_1~~~kpsM_2-group_6529-group_6562,0,0,1,0,0,1,1,0,0,1
kpsM_1~~~kpsM_2-group_6529-group_6760,0,1,0,1,0,0,0,0,0,0
group_6452-group_6530-group_5375,1,1,0,1,1,1,1,1,1,1
mhqO_1~~~mhqE~~~mhqO_2-ycaC_2~~~ycaC_1-group_5481,1,1,1,1,1,1,1,1,1,0
group_3695-group_6534-group_6466,0,0,1,0,0,1,1,0,0,0
group_6466-group_6534-group_6547,1,0,0,0,1,0,0,1,1,0
group_4493-group_6539-group_6481,0,0,0,0,0,1,1,0,0,1
